index,Place_name,Address1,Hours,Phone,emails,Location,Reviewscount,Total_score,website,Category,Claimed,Latitude,Longitude,Place_id,Cid,Featured_Image,reviewurl
67,GoodFellas Barbershop Sukomanunggal,"Jl. Raya Sukomanunggal Jaya No.2K, Sukomanunggal, Kec. Sukomanunggal, Surabaya, Jawa Timur 60188","Kamis:[09.00â€“21.00],Jumat:[09.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[09.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",82233050900,,https://www.google.com/maps?cid=11313799654423868783,536,4.8,m.facebook.com,Tempat Cukur Rambut,yes,-7.2694493,112.6940308,ChIJqa8SzB381y0RbzXftdewAp0,0x2dd7fc1dcc12afa9:0x9d02b0d7b5df356f,https://lh5.googleusercontent.com/p/AF1QipPAByTIyootw0sv5B1wRSI6glfgTEEXXuNxjYl1,https://search.google.com/local/reviews?placeid=ChIJqa8SzB381y0RbzXftdewAp0&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
68,UPTOWN BARBERSHOP,"RUKO PALMA GALERIA, RB1 NO. 10, Bringin, Kec. Sambikerep, Surabaya, Jawa Timur","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",82337459291,,https://www.google.com/maps?cid=18309723765833079033,83,5,,Tempat Cukur Rambut,yes,-7.262428,112.6368449,ChIJhXOAtq771y0R-RgChsE0Gf4,0x2dd7fbaeb6807385:0xfe1934c1860218f9,https://lh5.googleusercontent.com/p/AF1QipMXjYUJHmvwb4diSrPvuBIBMmHjaXoZpa_xBXsp,https://search.google.com/local/reviews?placeid=ChIJhXOAtq771y0R-RgChsE0Gf4&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
69,Zafran Barbershop,"Jl. Tengger Raya No.41c, Kandangan, Kec. Benowo, Surabaya, Jawa Timur 60185","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[Tutup],Rabu:[10.00â€“21.00]",82244284482,,https://www.google.com/maps?cid=2986345433089866348,21,4.9,,Tempat Cukur Rambut,no,-7.2560151,112.6581923,ChIJzQoysrn_1y0RbHruW1mhcSk,0x2dd7ffb9b2320acd:0x2971a1595bee7a6c,https://lh5.googleusercontent.com/p/AF1QipMQviglxHFibPbYDcCo9nUNaH26X93qUN9ygnIH,https://search.google.com/local/reviews?placeid=ChIJzQoysrn_1y0RbHruW1mhcSk&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
70,Ganteng Barbershop,"Jl. Jakarta No.2, Perak Utara, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60165","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[08.00â€“21.00]",85755722708,,https://www.google.com/maps?cid=4075889264742822200,303,4.4,,"Tempat Cukur Rambut,Salon Rambut",no,-7.2222801,112.7374714,ChIJcyBCc9741y0ROPHS-LB3kDg,0x2dd7f8de73422073:0x389077b0f8d2f138,https://lh5.googleusercontent.com/p/AF1QipPgRSh7IvhXsyEaSXojaguYWLjOVOoOcgq2s8si,https://search.google.com/local/reviews?placeid=ChIJcyBCc9741y0ROPHS-LB3kDg&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
71,Gentleman's Barbershop,"Jl. Kedinding Lor No.15, Tanah Kali Kedinding, Kec. Kenjeran, Surabaya, Jawa Timur","Kamis:[11.00â€“22.00],Jumat:[11.00â€“22.00],Sabtu:[11.00â€“22.00],Minggu:[11.00â€“22.00],Senin:[11.00â€“22.00],Selasa:[11.00â€“22.00],Rabu:[11.00â€“22.00]",85745000711,,https://www.google.com/maps?cid=1744399904729212544,180,4.9,,Tempat Cukur Rambut,yes,-7.2215926,112.7691329,ChIJ9btjwT351y0RgCacm3haNRg,0x2dd7f93dc163bbf5:0x18355a789b9c2680,https://lh5.googleusercontent.com/p/AF1QipMtm4163ihJwKno9o-zT0sr-xwEIzfcZpbdFFbW,https://search.google.com/local/reviews?placeid=ChIJ9btjwT351y0RgCacm3haNRg&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
72,ALADEEN BARBERSHOP,"Danakarya No No.35, Ujung, Kec. Semampir, Surabaya, Jawa Timur 60155","Kamis:[12.00â€“22.00],Jumat:[12.30â€“22.30],Sabtu:[12.00â€“22.00],Minggu:[12.00â€“22.00],Senin:[12.00â€“22.00],Selasa:[12.00â€“22.00],Rabu:[12.00â€“22.00]",81703631182,,https://www.google.com/maps?cid=12796324174870223349,120,4.6,,Tempat Cukur Rambut,yes,-7.2256811,112.7450405,ChIJ_bvWy3X51y0R9RniCQqtlbE,0x2dd7f975cbd6bbfd:0xb195ad0a09e219f5,https://lh5.googleusercontent.com/p/AF1QipM-eWiZazPbozBIolHG9ckWTGqMkO-0CaV3f3pg,https://search.google.com/local/reviews?placeid=ChIJ_bvWy3X51y0R9RniCQqtlbE&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
73,Julian Barbershop Surabaya,"Jl. Sedayu No.5, Morokrembangan, Kec. Krembangan, Surabaya, Jawa Timur 60178","Kamis:[10.30â€“21.00],Jumat:[10.30â€“21.00],Sabtu:[10.30â€“21.00],Minggu:[10.30â€“21.00],Senin:[10.30â€“21.00],Selasa:[10.30â€“21.00],Rabu:[10.03â€“21.00]",81333741000,,https://www.google.com/maps?cid=15337272870005731768,139,4.3,,Tempat Cukur Rambut,yes,-7.2348814,112.7225246,ChIJFRVXXYr51y0RuHHtN2rw2NQ,0x2dd7f98a5d571515:0xd4d8f06a37ed71b8,https://lh5.googleusercontent.com/p/AF1QipMX84AtB4vB9yhhsLKkFfUbKy9Xu_cWKTN8aXU1,https://search.google.com/local/reviews?placeid=ChIJFRVXXYr51y0RuHHtN2rw2NQ&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
74,Oldtown Barbershop,"Jl. Dharmahusada No.108B, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60115","Kamis:[11.00â€“21.00],Jumat:[13.00â€“21.00],Sabtu:[11.00â€“21.00],Minggu:[11.00â€“21.00],Senin:[11.00â€“21.00],Selasa:[11.00â€“21.00],Rabu:[11.00â€“21.00]",8.95E+11,admin@oldtown-barbers.com,https://www.google.com/maps?cid=1781793548718205986,182,4.8,oldtown-barbers.com,Tempat Cukur Rambut,yes,-7.266674,112.7678858,ChIJxdiCR6f71y0RImxuzsozuhg,0x2dd7fba74782d8c5:0x18ba33cace6e6c22,https://lh5.googleusercontent.com/p/AF1QipNqkzw47hJ8JdycbxRzsMWFxNJ_5DU18mnAIMjI,https://search.google.com/local/reviews?placeid=ChIJxdiCR6f71y0RImxuzsozuhg&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
75,Big Brother Barber Shop,"Jl. Alas Malang No.1 Blok BA-2, Sememi, Benowo, Surabaya, East Java 60198","Kamis:[12.00â€“21.00],Jumat:[12.00â€“21.00],Sabtu:[12.00â€“21.00],Minggu:[12.00â€“21.00],Senin:[12.00â€“21.00],Selasa:[12.00â€“21.00],Rabu:[12.00â€“21.00]",,,https://www.google.com/maps?cid=16907682633816717636,40,4.6,,Tempat Cukur Rambut,no,-7.2618597,112.6365895,ChIJo_kI9VP_1y0RRLmvU8YnpOo,0x2dd7ff53f508f9a3:0xeaa427c653afb944,https://lh5.googleusercontent.com/p/AF1QipPSlfiCyfZITttq4vnB7-TqSPFTK9ZfZDB_VYg,https://search.google.com/local/reviews?placeid=ChIJo_kI9VP_1y0RRLmvU8YnpOo&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
76,Captain Barbershop,"Taman Gapura K8 G-walk, Citraland, Lidah Kulon, Kec. Lakarsantri, Surabaya, Jawa Timur 60217","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",8113000382,cs@captainbarbershop.co.id,https://www.google.com/maps?cid=7851982027997692066,519,4.8,captainbarbershop.co.id,Tempat Cukur Rambut,yes,-7.2903047,112.655128,ChIJeck1O6j91y0RosCNiQ3Y92w,0x2dd7fda83b35c979:0x6cf7d80d898dc0a2,https://lh5.googleusercontent.com/p/AF1QipMlcq4wsSo2lx9Kr1UuDV-dYAEmlFVIErkmbjnC,https://search.google.com/local/reviews?placeid=ChIJeck1O6j91y0RosCNiQ3Y92w&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
77,ONS Barbershop,"Jl. Kapas Krampung No.196, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60133","Kamis:[10.00â€“21.30],Jumat:[10.00â€“21.30],Sabtu:[10.00â€“21.30],Minggu:[10.00â€“21.30],Senin:[10.00â€“21.30],Selasa:[10.00â€“21.30],Rabu:[10.00â€“21.30]",,,https://www.google.com/maps?cid=4319321285499810001,35,4.3,onsbarbershop.com,"Tempat Cukur Rambut,Salon Rambut",yes,-7.2503919,112.7640339,ChIJ3bfXxvb51y0R0fD_DNNP8Ts,0x2dd7f9f6c6d7b7dd:0x3bf14fd30cfff0d1,https://lh5.googleusercontent.com/p/AF1QipOhAHx9CZk8YUgJN3hH5dcpufX4wX9SY2ID6suS,https://search.google.com/local/reviews?placeid=ChIJ3bfXxvb51y0R0fD_DNNP8Ts&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
78,THE WOODS BARBERSHOP,"Jl. Karang Tembok No.104, Pegirian, Kec. Semampir, Surabaya, Jawa Timur 60153","Kamis:[09.00â€“22.00],Jumat:[12.30â€“22.30],Sabtu:[09.00â€“22.00],Minggu:[09.00â€“22.00],Senin:[09.00â€“22.00],Selasa:[09.00â€“22.00],Rabu:[09.00â€“22.00]",81703631182,,https://www.google.com/maps?cid=5172240007966349826,146,4.7,,Tempat Cukur Rambut,yes,-7.2241037,112.7485611,ChIJkSuHi1351y0RAtrlL-J8x0c,0x2dd7f95d8b872b91:0x47c77ce22fe5da02,https://lh5.googleusercontent.com/p/AF1QipM_-8awKmwJMp-3icCZwvSY0zdX4S4Yef0I0W1I,https://search.google.com/local/reviews?placeid=ChIJkSuHi1351y0RAtrlL-J8x0c&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
79,Sea'B Barbershop,"Jl. Manukan Tengah No.20 P, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185","Kamis:[10.00â€“21.30],Jumat:[10.00â€“21.30],Sabtu:[10.00â€“21.30],Minggu:[10.00â€“21.30],Senin:[10.00â€“21.30],Selasa:[12.00â€“21.30],Rabu:[10.00â€“21.30]",81234714134,,https://www.google.com/maps?cid=14379079345538451690,718,5,,"Tempat Cukur Rambut,Penata Rambut",yes,-7.2652415,112.6638507,ChIJnz4gS8j_1y0R6sj5K3vAjMc,0x2dd7ffc84b203e9f:0xc78cc07b2bf9c8ea,https://lh5.googleusercontent.com/p/AF1QipMAHDljK0S5T33eKRnoThtBaMc6B6HGs-a40kPw,https://search.google.com/local/reviews?placeid=ChIJnz4gS8j_1y0R6sj5K3vAjMc&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
80,MR. MBOIS Barbershop,"Jl. Kapas Gading Madya I No.21, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",85101723492,,https://www.google.com/maps?cid=17383834714640176897,94,4.5,,Tempat Cukur Rambut,no,-7.239105,112.7722062,ChIJBZCQjKT51y0RAVc7yJHJP_E,0x2dd7f9a48c909005:0xf13fc991c83b5701,https://lh5.googleusercontent.com/p/AF1QipOeNXJy96HNSobHAAvcI1oUUPklfl8El9dTnrHt,https://search.google.com/local/reviews?placeid=ChIJBZCQjKT51y0RAVc7yJHJP_E&q=barbershop+Simokerto&authuser=0&hl=in&gl=ID
81,Tjoekoer Bawah Pohon Barbershop Embong Cerme,"Jl. Embong Cerme No.3, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",81283737879,,https://www.google.com/maps?cid=16243755226614843191,173,4.9,tjoekoerbawahpohon.com,Tempat Cukur Rambut,yes,-7.269785,112.744358,ChIJAVcXGmX71y0RN8fFxFBpbeE,0x2dd7fb651a175701:0xe16d6950c4c5c737,https://lh5.googleusercontent.com/p/AF1QipOVuF8maAuVWzEV6SM3vaZPztkpd98RSCWkRO7-,https://search.google.com/local/reviews?placeid=ChIJAVcXGmX71y0RN8fFxFBpbeE&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
82,The Roots Barbershop & Concept Store,"Jl. Pandan No.1A, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272","Kamis:[10.00â€“21.00],Jumat:[13.00â€“21.00],Sabtu:[11.00â€“21.00],Minggu:[11.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",8113201302,,https://www.google.com/maps?cid=15771760971792493465,605,4.5,instagram.com,"Tempat Cukur Rambut,Toko,Penata Rambut",yes,-7.2587075,112.7503382,ChIJQXmjyNj71y0RmasPngqN4No,0x2dd7fbd8c8a37941:0xdae08d0a9e0fab99,https://lh5.googleusercontent.com/p/AF1QipMrDx7g6rQorkMcuuCRG176Rk2taUA05vSB1ms6,https://search.google.com/local/reviews?placeid=ChIJQXmjyNj71y0RmasPngqN4No&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
83,Cut Seventeen Barbershop,"Jl. Jimerto No.14-I, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272","Kamis:[11.00â€“21.00],Jumat:[11.00â€“21.00],Sabtu:[11.00â€“21.00],Minggu:[11.00â€“21.00],Senin:[11.00â€“21.00],Selasa:[11.00â€“21.00],Rabu:[11.00â€“21.00]",81332007587,,https://www.google.com/maps?cid=12930698380330182098,12,4.8,,Tempat Cukur Rambut,no,-7.258356,112.7487797,ChIJ1a5JWFL51y0R0qVMyaoRc7M,0x2dd7f9525849aed5:0xb37311aac94ca5d2,https://lh5.googleusercontent.com/p/AF1QipPw89HevZpqrBnC9IithqA4bmT_Gg-cq4Bf2hIl,https://search.google.com/local/reviews?placeid=ChIJ1a5JWFL51y0R0qVMyaoRc7M&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
84,Cutbox BarberShop,"Jl. Wijaya Kusuma No.28, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272","Kamis:[10.00â€“20.00],Jumat:[10.00â€“20.00],Sabtu:[10.00â€“20.00],Minggu:[Tutup],Senin:[10.00â€“20.00],Selasa:[10.00â€“20.00],Rabu:[10.00â€“20.00]",81330644748,,https://www.google.com/maps?cid=758306991403906414,446,4.6,business.site,Tempat Cukur Rambut,yes,-7.2592919,112.7490863,ChIJoz1lJWX51y0RbjVT5TAMhgo,0x2dd7f96525653da3:0xa860c30e553356e,https://lh5.googleusercontent.com/p/AF1QipM-8_w1i_5XHbSvSwJjzUbF0gh02XVRBgva-Z2S,https://search.google.com/local/reviews?placeid=ChIJoz1lJWX51y0RbjVT5TAMhgo&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
85,Big Brother Barbershop,"Jl. Embong Malang No.10, Kedungdoro, Kec. Genteng, Surabaya, Jawa Timur 60275","Kamis:[09.30â€“23.30],Jumat:[09.30â€“23.30],Sabtu:[09.30â€“23.30],Minggu:[09.30â€“23.30],Senin:[09.30â€“23.30],Selasa:[09.30â€“23.30],Rabu:[09.30â€“23.30]",81316777470,,https://www.google.com/maps?cid=10574833639291508321,56,3.6,,Tempat Cukur Rambut,yes,-7.260732,112.738258,ChIJM7NIop_51y0RYVbSxCpbwZI,0x2dd7f99fa248b333:0x92c15b2ac4d25661,https://lh5.googleusercontent.com/p/AF1QipN3hdy5X4sPvhqgrIEXdn9gDWJHuWBFP3Bp-ODr,https://search.google.com/local/reviews?placeid=ChIJM7NIop_51y0RYVbSxCpbwZI&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
86,CLASICO BARBERSHOP EMBONG MALANG,"Jl. Embong Malang No.78H, RT.001/RW.02, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275","Kamis:[11.00â€“23.00],Jumat:[11.00â€“23.00],Sabtu:[11.00â€“23.00],Minggu:[11.00â€“23.00],Senin:[11.00â€“23.00],Selasa:[11.00â€“23.00],Rabu:[11.00â€“23.00]",,,https://www.google.com/maps?cid=1730296447228831048,41,5,,Salon Rambut,yes,-7.259,112.7348132,ChIJ6xrR1yr51y0RSOUxhXM_Axg,0x2dd7f92ad7d11aeb:0x18033f738531e548,https://lh5.googleusercontent.com/p/AF1QipMBRUleIOuBAxtGvvSJ5dbV-40yHOO3lsg0GLqh,https://search.google.com/local/reviews?placeid=ChIJ6xrR1yr51y0RSOUxhXM_Axg&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
87,Rumah Ganteng BarberShop,"Jl. Yos Sudarso No.9, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60275","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[Tutup],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",82240879319,,https://www.google.com/maps?cid=5433288952335139127,7,4,,Salon Rambut,no,-7.2626442,112.7466719,ChIJXT8b62P51y0RN4H97YPrZks,0x2dd7f963eb1b3f5d:0x4b66eb83edfd8137,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,https://search.google.com/local/reviews?placeid=ChIJXT8b62P51y0RN4H97YPrZks&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
88,Zona Barbershop Surabaya,"Jl. Kapasari No.1, Kapasari, Kec. Genteng, Surabaya, Jawa Timur 60273","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",82132253351,,https://www.google.com/maps?cid=17219616381078761515,5,4.4,,Tempat Cukur Rambut,yes,-7.248147,112.750348,ChIJ61H4nQz51y0RK3Cyet1d-O4,0x2dd7f90c9df851eb:0xeef85ddd7ab2702b,https://lh5.googleusercontent.com/p/AF1QipNyoZyQjFdOtzU0EFIKQh45TS6M6dpMgCsYhylj,https://search.google.com/local/reviews?placeid=ChIJ61H4nQz51y0RK3Cyet1d-O4&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
89,PAPADOM BARBERSHOP,"Jl. Dukuh Kupang Timur XIV No.37, Pakis, Kec. Sawahan, Surabaya, Jawa Timur 60256","Kamis:[10.00â€“21.00],Jumat:[13.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[11.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",81235962707,press@bitly.com,https://www.google.com/maps?cid=12169018610774651806,39,4.9,bit.ly,Tempat Cukur Rambut,yes,-7.2848603,112.7182233,ChIJLQjdKhT71y0RnjNXyPMJ4ag,0x2dd7fb142add082d:0xa8e109f3c857339e,https://lh5.googleusercontent.com/p/AF1QipPvYz02w_boxiK1fXalZc1kX5HFJEEf1m4VrZsJ,https://search.google.com/local/reviews?placeid=ChIJLQjdKhT71y0RnjNXyPMJ4ag&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
90,Pangkas Rambut Praktis Cak Harry,"Jl. Urip Sumoharjo Kel No.22, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60265","Kamis:[09.00â€“22.00],Jumat:[09.00â€“22.00],Sabtu:[09.00â€“22.00],Minggu:[09.00â€“22.00],Senin:[09.00â€“22.00],Selasa:[09.00â€“22.00],Rabu:[09.00â€“22.00]",82131624231,,https://www.google.com/maps?cid=8274429262823891778,6,4.5,,Tempat Cukur Rambut,no,-7.2739865,112.7418508,ChIJDa8Jrd371y0RQiO3IZOt1HI,0x2dd7fbddad09af0d:0x72d4ad9321b72342,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,https://search.google.com/local/reviews?placeid=ChIJDa8Jrd371y0RQiO3IZOt1HI&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
91,Paxi - Grand City Mall Surabaya,"PQQ2+76M, Jalan. walikota mustajab/kusuma bangsa Grand city mall LG, Jl. simo rejo XXVIII, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60281","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",3152405989,,https://www.google.com/maps?cid=17018045790092396961,106,4,,"Salon Rambut,Salon Kecantikan",no,-7.261795,112.750542,ChIJiaKmsXz51y0RoQnKCXs-LOw,0x2dd7f97cb1a6a289:0xec2c3e7b09ca09a1,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGoXMbZqJCtNRyoqfk_tFlr7HnnfySfoZXYH-N3f4_YnyfL4HWxUvFzfJNSiF3vKs40Pm8leIDPb7LHp7U5hSNCKfprC3vXVILBFMLCGFC5n9mK3e6-xU6K3FOpJ1VP80SkF43srV5g1byZ4GGzXVvi9VFFJdUyissvWZc9ms_bt8KDApAXZfkiuseCcnKYvNFCBg,https://search.google.com/local/reviews?placeid=ChIJiaKmsXz51y0RoQnKCXs-LOw&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
92,SMITH Barbershop,"Jl. Bkr Pelajar No.30b, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",81803148869,,https://www.google.com/maps?cid=211978129166436069,2,3.5,,Tempat Cukur Rambut,no,-7.2583774,112.7502548,ChIJERVfhTH51y0R5QYeQfwY8QI,0x2dd7f931855f1511:0x2f118fc411e06e5,https://lh5.googleusercontent.com/p/AF1QipM3grjqHSvmgt6_hLBASfmFTECZWPZw9ilu4cjh,https://search.google.com/local/reviews?placeid=ChIJERVfhTH51y0R5QYeQfwY8QI&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
93,Barber Shop Express,"Jl. Wijaya Kusuma No.17, RT.003/RW.05, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272",,,,https://www.google.com/maps?cid=16959325533227553221,6,4.8,,Tempat Cukur Rambut,no,-7.2600378,112.7486689,ChIJ6ZAQ8mT51y0RxZE91regW-s,0x2dd7f964f21090e9:0xeb5ba0b7d63d91c5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,https://search.google.com/local/reviews?placeid=ChIJ6ZAQ8mT51y0RxZE91regW-s&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
94,Pangkas Rambut Rama,"Jl. Embong Malang No.40, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60261",,,,https://www.google.com/maps?cid=7499529789025406161,3,3,,Tempat Cukur Rambut,no,-7.2598187,112.7366971,ChIJm3XXol351y0R0cxR4ZuuE2g,0x2dd7f95da2d7759b:0x6813ae9be151ccd1,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHVeMuuPUyCRxouoP6bJJPlCXtsfU-v7aiNTVxC7QeQAFwdB6XDEWxblV8ubmzQ5yNMO9m-3FYHjhbp0747otJkiYfabWJeEuguOxYVZc1XG3sQArg4cRkgq6klzRv-DSn5lbziOXF46IuscUM9_ZmhQ1Gix9q4DuX6eXetiQTUqAIyQhIt_h0bLW_hH4HC906frb8,https://search.google.com/local/reviews?placeid=ChIJm3XXol351y0R0cxR4ZuuE2g&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
95,Amel Taylor,"Jl. Embong Malang No.55, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275","Kamis:[09.00â€“20.00],Jumat:[09.00â€“20.00],Sabtu:[09.00â€“20.00],Minggu:[09.00â€“20.00],Senin:[09.00â€“20.00],Selasa:[09.00â€“20.00],Rabu:[09.00â€“20.00]",81357605043,,https://www.google.com/maps?cid=3380594931845253720,2,3,,Tempat Cukur Rambut,no,-7.2596257,112.7360838,ChIJtd4lAF351y0RWEof6i1J6i4,0x2dd7f95d0025deb5:0x2eea492dea1f4a58,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE1LnjoWx2Azo9booVxjatqlGATXYF6lIgoS7-b4kCXBNNdjUY1AnVGnol5AHwq4Sz1KshlC8tMqe0tm6r_qSYsplIdxU1kINer3d4p1JP6Y6N_GoNaREpthhPk8sgRy9PoVz-h0JkCajvJr23LOx77Kaop1I-LjXwN9s9rfnXqdCQrjh1-vLY8xFb-Mi6omezYWZU,https://search.google.com/local/reviews?placeid=ChIJtd4lAF351y0RWEof6i1J6i4&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
96,Potong Rambut Barokah,"Jl. Makam Peneleh No.19, RT.2/RW.5, Peneleh, Kec. Genteng, Surabaya, Jawa Timur 60274","Kamis:[08.30â€“21.30],Jumat:[08.30â€“21.30],Sabtu:[08.30â€“21.30],Minggu:[08.30â€“21.30],Senin:[08.30â€“21.30],Selasa:[08.30â€“21.30],Rabu:[08.30â€“21.30]",87851429285,,https://www.google.com/maps?cid=4496297158451455118,9,4.7,,"Tempat Cukur Rambut,Salon Rambut",yes,-7.2527218,112.7425201,ChIJrxT-bWn51y0RjuQYdnEOZj4,0x2dd7f9696dfe14af:0x3e660e717618e48e,https://lh5.googleusercontent.com/p/AF1QipNlnoWZTL_4OW0rBi_LciNUWXYFe9fGHqfeHJof,https://search.google.com/local/reviews?placeid=ChIJrxT-bWn51y0RjuQYdnEOZj4&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
97,Barber Cukur Rambut,"Jl. Tunjungan Gg. I No.20, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275","Kamis:[09.00â€“21.00],Jumat:[09.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[09.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",83832508778,,https://www.google.com/maps?cid=2870848325966076090,1,5,,Tempat Cukur Rambut,yes,-7.2594851,112.7381518,ChIJmTNmHQD51y0Rupg7kVdN1yc,0x2dd7f9001d663399:0x27d74d57913b98ba,https://lh5.googleusercontent.com/p/AF1QipPaIvakC3dly9bINWcXl0fw_a1RQJaTYYCWyUw0,https://search.google.com/local/reviews?placeid=ChIJmTNmHQD51y0Rupg7kVdN1yc&q=barbershop+Genteng&authuser=0&hl=in&gl=ID
